progress,function,hostile,Interesting,text
76%,othering,,,"The great threat to civilization is that a few evil men will multiply their murders, and gain the means to kill on a scale equal to their hatred."
76%,elevation,,,"We know they have this mad intent, and we're determined to stop them."
76%,othering,,,"Our lives, our way of life, and our every hope for the world depend on a single commitment:  The authors of mass murder must be defeated, and never allowed to gain or use the weapons of mass destruction."
76%,,,,America and our friends will meet this threat with every method at our disposal.
77%,elevation,,,We will discover and destroy sleeper cells.
77%,elevation,,,"We will track terrorist movements, trace their communications, disrupt their funding, and take their network apart, piece by piece."
77%,,,,"Above all, we're acting to end the state sponsorship of terror."
77%,,,,Rogue states are clearly the most likely sources of chemical and biological and nuclear weapons for terrorists.
77%,,,,"Every nation now knows that we cannot accept -- and we will not accept -- states that harbor, finance, train, or equip the agents of terror."
77%,,hostile,,Those nations that violate this principle will be regarded as hostile regimes.
77%,,,,"They have been warned, they are being watched, and they will be held to account."
77%,,,,Preventing mass terror will be the responsibilities of Presidents far into the future.
77%,,,,And this obligation sets three urgent and enduring priorities for America.
77%,,,,The first priority is to speed the transformation of our military.
77%,,,,"When the Cold War ended, some predicted that the era of direct threats to our nation was over."
77%,,,,"Some thought our military would be used overseas -- not to win wars, but mainly to police and pacify, to control crowds and contain ethnic conflict."
77%,,,,They were wrong.
77%,,,,"While the threats to America have changed, the need for victory has not."
77%,othering,,,"We are fighting shadowy, entrenched enemies -- enemies using the tools of terror and guerrilla war -- yet we are finding new tactics and new weapons to attack and defeat them."
77%,,,,"This revolution in our military is only beginning, and it promises to change the face of battle."
78%,,,,Afghanistan has been a proving ground for this new approach.
78%,,,,These past two months have shown that an innovative doctrine and high-tech weaponry can shape and then dominate an unconventional conflict.
78%,elevation,,,The brave men and women of our military are rewriting the rules of war with new technologies and old values like courage and honor.
78%,elevation,,,And they have made this nation proud.
78%,,,,"Our commanders are gaining a real-time picture of the entire battlefield, and are able to get targeting information from sensor to shooter almost instantly."
78%,,,,"Our intelligence professionals and special forces have cooperated in battle-friendly -- with battle-friendly Afghan forces -- fighters who know the terrain, who know the Taliban, and who understand the local culture."
78%,,,,"And our special forces have the technology to call in precision air strikes -- along with the flexibility to direct those strikes from horseback, in the first cavalry charge of the 21st century."
78%,,,,"This combination -- real-time intelligence, local allied forces, special forces, and precision air power -- has really never been used before."
78%,,,,The conflict in Afghanistan has taught us more about the future of our military than a decade of blue ribbon panels and think-tank symposiums.
78%,,,,The Predator is a good example.
78%,,,,"This unmanned aerial vehicle is able to circle over enemy forces, gather intelligence, transmit information instantly back to commanders, then fire on targets with extreme accuracy."
78%,,,,"Before the war, the Predator had skeptics, because it did not fit the old ways."
78%,,,,Now it is clear the military does not have enough unmanned vehicles.
78%,,,,"We're entering an era in which unmanned vehicles of all kinds will take on greater importance -- in space, on land, in the air, and at sea."
78%,,,,Precision-guided munitions also offer great promise.
78%,,,,"In the Gulf War, these weapons were the exception --"
79%,,,,"while in Afghanistan, they have been the majority of the munitions we have used."
79%,,,,"We're striking with greater effectiveness, at greater range, with fewer civilian casualties."
79%,,,,"More and more, our weapons can hit moving targets."
79%,,,,When all of our military can continuously locate and track moving targets -- with surveillance from air and space -- warfare will be truly revolutionized.
79%,,,,"The need for military transformation was clear before the conflict in Afghanistan, and before September the 11th."
79%,,,,"Here at the Citadel in 1999, I spoke of keeping the peace by redefining war on our terms."
79%,,,,The same recommendation was made in the strategic review that Secretary Rumsfeld briefed me on last August -- a review that I fully endorse.
79%,,,,What's different today is our sense of urgency -- the need to build this future force while fighting a present war.
79%,,,,It's like overhauling an engine while you're going at 80 miles an hour.
79%,,,,Yet we have no other choice.
79%,,,,Our military has a new and essential mission.
79%,,,,"For states that support terror, it's not enough that the consequences be costly -- they must be devastating."
79%,,,,"The more credible this reality, the more likely that regimes will change their behavior -- making it less likely that America and our friends will need to use overwhelming force against them."
79%,,,,"To build our future force, the Armed Services must continue to attract America's best people, with good pay and good living conditions."
79%,,,,"Our military culture must reward new thinking, innovation, and experimentation."
79%,,,,"Congress must give defense leaders the freedom to innovate, instead of micromanaging the Defense Department."
80%,,,,And every service and every constituency of our military must be willing to sacrifice some of their own pet projects.
80%,,,,"Our war on terror cannot be used to justify obsolete bases, obsolete programs, or obsolete weapon systems."
80%,,,,Every dollar of defense spending must meet a single test:  It must help us build the decisive power we will need to win the wars of the future.
80%,,,,Our country is united in supporting a great cause -- and in supporting those who fight for it.
80%,,,,"We will give our men and women in uniform every resource, every weapon, every tool they need to win the long battle that lies ahead."
80%,,,,America's next priority to prevent mass terror is to protect against the proliferation of weapons of mass destruction and the means to deliver them.
80%,,,,I wish I could report to the American people that this threat does not exist -- that our enemy is content with car bombs and box cutters -- but I cannot.
80%,,,,One former al Qaeda member has testified in court that he was involved in an effort 10 years ago to obtain nuclear materials.
80%,,,,"And the leader of al Qaeda calls that effort ""a religious duty."
80%,,,,""""
80%,,,TRUE,Abandoned al Qaeda houses in Kabul contained diagrams for crude weapons of mass destruction.
80%,othering,,,"And as we all know, terrorists have put anthrax into the U.S. mail, and used sarin gas in a Tokyo subway."
80%,othering,,,And almost every state that actively sponsors terror is known to be seeking weapons of mass destruction and the missiles to deliver them at longer and longer ranges.
80%,,,,"Their hope is to blackmail the United States into abandoning our war on terror, and forsaking our friends and allies and security commitments around the world."
80%,,,,Our enemies are bound for disappointment.
81%,,,,"America will never be blackmailed, and we will never forsake our commitment to liberty."
81%,,,,"To meet our new threats, I have directed my National Security Advisor and my Homeland Security Director to develop a comprehensive strategy on proliferation."
81%,,,,"Working with other countries, we will strengthen nonproliferation treaties and toughen export controls."
81%,,,,"Together, we must keep the world's most dangerous technologies out of the hands of the world's most dangerous people."
81%,,,,"A crucial partner in this effort is Russia -- a nation we are helping to dismantle strategic weapons, reduce nuclear material, and increase security at nuclear sites."
81%,,,,Our two countries will expand efforts to provide peaceful employment for scientists who formerly worked in Soviet weapons facilities.
81%,,,,The United States will also work with Russia to build a facility to destroy tons of nerve agent.
81%,,,,I'll request an over-all increase in funding to support this vital mission.
81%,,,,"Even as we fight to prevent proliferation, we must prepare for every possibility."
81%,,,,"At home, we must be better prepared to detect, protect against, and respond to the potential use of weapons of mass destruction."
81%,,,,"Abroad, our military forces must have the ability to fight and win against enemies who would use such weapons against us."
81%,,,,Biodefense has become a major initiative of ours.
81%,,,,"This year we've already requested nearly $3 billion additional dollars for biodefense, more than doubling the level of funding prior to September the 11th."
81%,,,,The attacks on our nation made it even more clear that we need to build limited and effective defenses against a missile attack.
81%,othering,,,"Our enemies seek every chance and every means to do harm to our country, our forces, and our friends."
81%,,,,And we will not permit it.
82%,othering,,,Suppose the Taliban and the terrorists had been able to strike America or important allies with a ballistic missile.
82%,,,,"Our coalition would have become fragile, the stakes in our war much, much higher."
82%,elevation,,,"We must protect Americans and our friends against all forms of terror, including the terror that could arrive on a missile."
82%,,,,Last week we conducted another promising test of our missile defense technology.
82%,,,,"For the good of peace, we're moving forward with an active program to determine what works and what does not work."
82%,,,,"In order to do so, we must move beyond the 1972 Anti-Ballistic Missile Treaty, a treaty that was written in a different era, for a different enemy."
82%,,,,America and our allies must not be bound to the past.
82%,,,,We must be able to build the defenses we need against the enemies of the 21st century.
82%,,,,Our third and final priority in the fight against mass terror is to strengthen the advantage that good intelligence gives our country.
82%,,,,Every day I make decisions influenced by the intelligence briefing of that morning.
82%,,,,"To reach decisions, a President needs more than data and information."
82%,,,,"A President needs real and current knowledge and analysis of the plans, intentions, and capabilities of our enemies."
82%,,,,"The last several months have shown that there is no substitute for good intelligence officers, people on the ground."
82%,,,,"These are the people who find the targets, follow our enemies, and help us disrupt their evil plans."
82%,,,,The United States must rebuild our network of human intelligence.
82%,,,,And we will apply the best new technology to gather intelligence on the new threats.
83%,,,,"Sophisticated systems like Global Hawk, an unmanned surveillance plane, are transforming our intelligence capabilities."
83%,,,,"Our technological strengths produce great advantages, and we will build on them."
83%,,,,"Our intelligence services and federal law enforcement agencies must work more closely together, and share timely information with our state and local authorities."
83%,,,,"The more we know, the more terrorist plans we can prevent and disrupt, and the better we'll be able to protect the American people."
83%,,,,"And in all they do, our intelligence agencies must attract the best people -- the best collectors, the best analysts, the best linguists."
83%,,,,We will give them the training they need and the compensation they deserve.
83%,,,,"There have been times here in America when our intelligence services were held in suspicion, and even contempt."
83%,,,,"Now, when we face this new war, we know how much we need them."
83%,elevation,,,"And for their dedication and for their service, America is grateful."
83%,elevation,,,"We're also grateful to you, the students of the Citadel."
83%,elevation,,,"Your uniforms symbolize a tradition of honor and sacrifice, renewed in your own lives."
83%,,,,Many of you will enter our military -- taking your place in the war against terror.
83%,,,,"That struggle may continue for many years, and it may bring great costs."
83%,,,,But you will have chosen a great calling at a crucial hour for our nation.
83%,,,,The course we follow is a matter of profound consequence to many nations.
83%,,,,"If America wavers, the world will lose heart."
84%,elevation,,,"If America leads, the world will show its courage."
84%,elevation,,,America will never waver.
84%,elevation,,,America will lead the world to peace.
84%,elevation,,TRUE,Our cause is necessary.
84%,elevation,,TRUE,Our cause is just.
84%,elevation,,,"And no matter how long it takes, we will defeat the enemies of freedom."
84%,,,,"In all that is to come, I know the graduates of the Citadel will bring credit to America, to the military, and to this great institution."
84%,,,TRUE,"In the words of your school song, you will go where you've always gone -- ""in the Paths our fathers showed us..."
84%,,,,"Peace and Honor, God and Country, We will fight for thee."""
84%,,,,God bless.
84%,,,,A great writer has said that the struggle of humanity against tyranny is the struggle of memory against forgetting.
84%,elevation,,,"When we fight terror, we fight tyranny; and so we remember."
84%,,,,We remember the perfect blueness of the sky that Tuesday morning.
84%,,,,We remember the children traveling without their mothers when their planes were hijacked.
84%,othering,,,We remember the cruelty of the murderers and the pain and anguish of the murdered.
84%,,,,Every one of the innocents who died on September the 11th was the most important person on earth to somebody.
85%,,,,Every death extinguished a world.
85%,elevation,,,We remember the courage of the rescue workers and the outpouring of friendship and sympathy from nations around the world.
85%,,,,"We remember how we felt that day: our sadness, the surge of love for our country, our anger, and our determination to right this huge wrong."
85%,,,,"Today, the wrong is being righted and justice is being done."
85%,,,,We still have far to go.
85%,,,,And many dangers lie ahead.
85%,,,,"Yet, there can be no doubt how this conflict will end."
85%,othering,,,Our enemies have made the mistake that America's enemies always make.
85%,othering,,,They saw liberty and thought they saw weakness.
85%,othering,,,"And now, they see defeat."
85%,,,,"In time, this war will end."
85%,,,,But our remembrance never will.
85%,elevation,,,"All around this beautiful city are statues of our heroes, memorials, museums and archives that preserve our national experience, our achievements and our failures, our defeats and our victories."
85%,,,,"This republic is young, but its memory is long."
85%,,,,"Now, we have inscribed a new memory alongside those others."
85%,,,,"It's a memory of tragedy and shock, of loss and mourning."
86%,,,,But not only of loss and mourning.
86%,,,,"It's also a memory of bravery and self-sacrifice, and the love that lays down its life for a friend -- even a friend whose name it never knew."
86%,,,,"We are privileged to have with us the families of many of the heroes on September the 11th, including the family of Jeremy Glick of Flight 93."
86%,elevation,,,His courage and self-sacrifice may have saved the White House.
86%,,,,It is right and fitting that it is here we pay our respects.
86%,,,,"In time, perhaps, we will mark the memory of September the 11th in stone and metal -- something we can show children as yet unborn to help them understand what happened on this minute and on this day."
86%,,,,"But for those of us who lived through these events, the only marker we'll ever need is the tick of a clock at the 46th minute of the eighth hour of the 11th day."
86%,elevation,,,We will remember where we were and how we felt.
86%,elevation,,,We will remember the dead and what we owe them.
86%,elevation,,,We will remember what we lost and what we found.
86%,elevation,,,"And in our time, we will honor the memory of the 11th day by doing our duty as citizens of this great country, freedom's home and freedoms defender."
86%,,,,God bless.
86%,,,,Thank you very much.
86%,,,,"Mr. Speaker, Vice President Cheney, members of Congress, distinguished guests, fellow citizens: As we gather tonight, our nation is at war, our economy is in recession, and the civilized world faces unprecedented dangers."
86%,,,,Yet the state of our Union has never been stronger.
86%,,,,We last met in an hour of shock and suffering.
87%,elevation,,,"In four short months, our nation has comforted the victims, begun to rebuild New York and the Pentagon, rallied a great coalition, captured, arrested, and rid the world of thousands of terrorists, destroyed Afghanistan's terrorist training camps, saved a people from starvation, and freed a country from brutal oppression."
87%,,,,The American flag flies again over our embassy in Kabul.
87%,othering,,,Terrorists who once occupied Afghanistan now occupy cells at Guantanamo Bay.
87%,othering,,,And terrorist leaders who urged followers to sacrifice their lives are running for their own.
87%,elevation,,,America and Afghanistan are now allies against terror.
87%,,,,We'll be partners in rebuilding that country.
87%,elevation,,,And this evening we welcome the distinguished interim leader of a liberated Afghanistan: Chairman Hamid Karzai.
87%,,,,"The last time we met in this chamber, the mothers and daughters of Afghanistan were captives in their own homes, forbidden from working or going to school."
87%,,,,"Today women are free, and are part of Afghanistan's new government."
87%,,,,"And we welcome the new Minister of Women's Affairs, Doctor Sima Samar."
87%,,,,"Our progress is a tribute to the spirit of the Afghan people, to the resolve of our coalition, and to the might of the United States military."
87%,,,,"When I called our troops into action, I did so with complete confidence in their courage and skill."
87%,elevation,,,"And tonight, thanks to them, we are winning the war on terror."
87%,,,,"The man and women of our Armed Forces have delivered a message now clear to every enemy of the United States:  Even 7,000 miles away, across oceans and continents, on mountaintops and in caves -- you will not escape the justice of this nation."
87%,,,,"For many Americans, these four months have brought sorrow, and pain that will never completely go away."
87%,,,,"Every day a retired firefighter returns to Ground Zero, to feel closer to his two sons who died there."
88%,,,,"At a memorial in New York, a little boy left his football with a note for his lost father:"
88%,,,,"Dear Daddy, please take this to heaven."
88%,,,,I don't want to play football until I can play with you again some day.
88%,,,,"Last month, at the grave of her husband, Michael, a CIA officer and Marine who died in Mazur-e-Sharif, Shannon Spann said these words of farewell: ""Semper Fi, my love."""
88%,,,,Shannon is with us tonight.
88%,,,,"Shannon, I assure you and all who have lost a loved one that our cause is just, and our country will never forget the debt we owe Michael and all who gave their lives for freedom."
88%,,,,"Our cause is just, and it continues."
88%,,,,"Our discoveries in Afghanistan confirmed our worst fears, and showed us the true scope of the task ahead."
88%,,,,"We have seen the depth of our enemies' hatred in videos, where they laugh about the loss of innocent life."
88%,,,,And the depth of their hatred is equaled by the madness of the destruction they design.
88%,,,,"We have found diagrams of American nuclear power plants and public water facilities, detailed instructions for making chemical weapons, surveillance maps of American cities, and thorough descriptions of landmarks in America and throughout the world."
88%,,,,"What we have found in Afghanistan confirms that, far from ending there, our war against terror is only beginning."
88%,,,TRUE,"Most of the 19 men who hijacked planes on September the 11th were trained in Afghanistan's camps, and so were tens of thousands of others."
88%,othering,,,"Thousands of dangerous killers, schooled in the methods of murder, often supported by outlaw regimes, are now spread throughout the world like ticking time bombs, set to go off without warning."
88%,elevation,,,"Thanks to the work of our law enforcement officials and coalition partners, hundreds of terrorists have been arrested."
88%,,,,"Yet, tens of thousands of trained terrorists are still at large."
89%,othering,,,"These enemies view the entire world as a battlefield, and we must pursue them wherever they are."
89%,,,,"So long as training camps operate, so long as nations harbor terrorists, freedom is at risk."
89%,elevation,,,"And America and our allies must not, and will not, allow it."
89%,elevation,,,Our nation will continue to be steadfast and patient and persistent in the pursuit of two great objectives.
89%,,,,"First, we will shut down terrorist camps, disrupt terrorist plans, and bring terrorists to justice."
89%,,,,"And, second, we must prevent the terrorists and regimes who seek chemical, biological or nuclear weapons from threatening the United States and the world."
89%,,,,"Our military has put the terror training camps of Afghanistan out of business, yet camps still exist in at least a dozen countries."
89%,,,,"A terrorist underworld -- including groups like Hamas, Hezbollah, Islamic Jihad, Jaish-i-Mohammed -- operates in remote jungles and deserts, and hides in the centers of large cities."
89%,,,,"While the most visible military action is in Afghanistan, America is acting elsewhere."
89%,,,,"We now have troops in the Philippines, helping to train that country's armed forces to go after terrorist cells that have executed an American, and still hold hostages."
89%,,,,"Our soldiers, working with the Bosnian government, seized terrorists who were plotting to bomb our embassy."
89%,,,,Our Navy is patrolling the coast of Africa to block the shipment of weapons and the establishment of terrorist camps in Somalia.
89%,othering,,,"My hope is that all nations will heed our call, and eliminate the terrorist parasites who threaten their countries and our own."
89%,,,,Many nations are acting forcefully.
89%,elevation,,,"Pakistan is now cracking down on terror, and I admire the strong leadership of President Musharraf."
89%,,,,But some governments will be timid in the face of terror.
90%,,,,"And make no mistake about it: If they do not act, America will."
90%,,,,Our second goal is to prevent regimes that sponsor terror from threatening America or our friends and allies with weapons of mass destruction.
90%,,,,Some of these regimes have been pretty quiet since September the 11th.
90%,,,,But we know their true nature.
90%,othering,,,"North Korea is a regime arming with missiles and weapons of mass destruction, while starving its citizens."
90%,othering,,,"Iran aggressively pursues these weapons and exports terror, while an unelected few repress the Iranian people's hope for freedom."
90%,othering,,,Iraq continues to flaunt its hostility toward America and to support terror.
90%,othering,,,"The Iraqi regime has plotted to develop anthrax, and nerve gas, and nuclear weapons for over a decade."
90%,othering,,,This is a regime that has already used poison gas to murder thousands of its own citizens -- leaving the bodies of mothers huddled over their dead children.
90%,othering,,,This is a regime that agreed to international inspections -- then kicked out the inspectors.
90%,othering,,,This is a regime that has something to hide from the civilized world.
90%,othering,,,"States like these, and their terrorist allies, constitute an axis of evil, arming to threaten the peace of the world."
90%,othering,,,"By seeking weapons of mass destruction, these regimes pose a grave and growing danger."
90%,othering,,,"They could provide these arms to terrorists, giving them the means to match their hatred."
90%,othering,,,They could attack our allies or attempt to blackmail the United States.
90%,,,,"In any of these cases, the price of indifference would be catastrophic."
91%,elevation,,,"We will work closely with our coalition to deny terrorists and their state sponsors the materials, technology, and expertise to make and deliver weapons of mass destruction."
91%,elevation,,,We will develop and deploy effective missile defenses to protect America and our allies from sudden attack.
91%,,,,And all nations should know: America will do what is necessary to ensure our nation's security.
91%,,,,"We'll be deliberate, yet time is not on our side."
91%,,,,"I will not wait on events, while dangers gather."
91%,,,,"I will not stand by, as peril draws closer and closer."
91%,elevation,,,The United States of America will not permit the world's most dangerous regimes to threaten us with the world's most destructive weapons.
91%,,,,"Our War on terror is well begun, but it is only begun."
91%,,,,This campaign may not be finished on our watch -- yet it must be and it will be waged on our watch.
91%,,,,We can't stop short.
91%,,,,If we stop now -- leaving terror camps intact and terror states unchecked --
91%,,,,our sense of security would be false and temporary.
91%,,,,"History has called America and our allies to action, and it is both our responsibility and our privilege to fight freedom's fight."
91%,,,,"Our first priority must always be the security of our nation, and that will be reflected in the budget I send to Congress."
91%,,,,My budget supports three great goals for America: We will win this war; we'll protect our homeland; and we will revive our economy.
91%,elevation,,,"September the 11th brought out the best in America, and the best in this Congress."
92%,elevation,,,And I join the American people in applauding your unity and resolve.
92%,,,,Now Americans deserve to have this same spirit directed toward addressing problems here at home.
92%,,,,"I'm a proud member of my party -- yet as we act to win the war, protect our people, and create jobs in America, we must act, first and foremost, not as Republicans, not as Democrats, but as Americans."
92%,,,,It costs a lot to fight this war.
92%,,,,We have spent more than a billion dollars a month -- over $30 million a day -- and we must be prepared for future operations.
92%,,,,"Afghanistan proved that expensive precision weapons defeat the enemy and spare innocent lives, and we need more of them."
92%,,,,"We need to replace aging aircraft and make our military more agile, to put our troops anywhere in the world quickly and safely."
92%,,,,"Our men and women in uniform deserve the best weapons, the best equipment, the best training -- and they also deserve another pay raise."
92%,,,,"My budget includes the largest increase in defense spending in two decades -- because while the price of freedom and security is high, it is never too high."
92%,,,,"Whatever it costs to defend our country, we will pay."
92%,,,,The next priority of my budget is to do everything possible to protect our citizens and strengthen our nation against the ongoing threat of another attack.
92%,,,,Time and distance from the events of September the 11th will not make us safer unless we act on its lessons.
92%,,,,America is no longer protected by vast oceans.
92%,,,,"We are protected from attack only by vigorous action abroad, and increased vigilance at home."
92%,,,,"My budget nearly doubles funding for a sustained strategy of homeland security, focused on four key areas: bioterrorism, emergency response, airport and border security, and improved intelligence."
92%,,,,We will develop vaccines to fight anthrax and other deadly diseases.
93%,,,,We'll increase funding to help states and communities train and equip our heroic police and firefighters.
93%,,,,"We will improve intelligence collection and sharing, expand patrols at our borders, strengthen the security of air travel, and use technology to track the arrivals and departures of visitors to the United States."
93%,,,,"Homeland security will make America not only stronger, but, in many ways, better."
93%,,,,Knowledge gained from bioterrorism research will improve public health.
93%,,,,Stronger police and fire departments will mean safer neighborhoods.
93%,,,,Stricter border enforcement will help combat illegal drugs.
93%,,,,"And as government works to better secure our homeland, America will continue to depend on the eyes and ears of alert citizens."
93%,,,,"A few days before Christmas, an airline flight attendant spotted a passenger lighting a match."
93%,,,,"The crew and passengers quickly subdued the man, who had been trained by al Qaeda and was armed with explosives."
93%,,,,"The people on that plane were alert and, as a result, likely saved nearly 200 lives."
93%,,,,And tonight we welcome and thank flight attendants Hermis Moutardier and Christina Jones.
93%,,,,"Once we have funded our national security and our homeland security, the final great priority of my budget is economic security for the American people."
93%,,,,"To achieve these great national objectives -- to win the war, protect the homeland, and revitalize our economy -- our budget will run a deficit that will be small and short-term, so long as Congress restrains spending and acts in a fiscally responsible manner."
93%,,,,"We have clear priorities and we must act at home with the same purpose and resolve we have shown overseas: We'll prevail in the war, and we will defeat this recession."
93%,,,,Americans who have lost their jobs need our help and I support extending unemployment benefits and direct assistance for health care coverage.
93%,,,,"Yet, American workers want more than unemployment checks -- they want a steady paycheck."
94%,,,,"When America works, America prospers, so my economic security plan can be summed up in one word:  jobs."
94%,,,,"Good jobs begin with good schools, and here we've made a fine start."
94%,,,,Republicans and Democrats worked together to achieve historic education reform so that no child is left behind.
94%,,,,I was proud to work with members of both parties:
94%,,,,Chairman John Boehner and Congressman George Miller.
94%,,,,Senator Judd Gregg.
94%,,,,"And I was so proud of our work, I even had nice things to say about my friend, Ted Kennedy."
94%,,,,I know the folks at the Crawford coffee shop couldn't believe I'd say such a thing -- but our work on this bill shows what is possible if we set aside posturing and focus on results.
94%,,,,There is more to do.
94%,,,,We need to prepare our children to read and succeed in school with improved Head Start and early childhood development programs.
94%,,,,We must upgrade our teacher colleges and teacher training and launch a major recruiting drive with a great goal for America: a quality teacher in every classroom.
94%,,,,Good jobs also depend on reliable and affordable energy.
94%,,,,"This Congress must act to encourage conservation, promote technology, build infrastructure, and it must act to increase energy production at home so America is less dependent on foreign oil."
94%,,,,Good jobs depend on expanded trade.
94%,,,,"Selling into new markets creates new jobs, so I ask Congress to finally approve trade promotion authority."
94%,,,,"On these two key issues, trade and energy, the House of Representatives has acted to create jobs, and I urge the Senate to pass this legislation."
95%,,,,Good jobs depend on sound tax policy.
95%,,,,"Last year, some in this hall thought my tax relief plan was too small; some thought it was too big."
95%,,,,"But when the checks arrived in the mail, most Americans thought tax relief was just about right."
95%,,,,"Congress listened to the people and responded by reducing tax rates, doubling the child credit, and ending the death tax."
95%,,,,"For the sake of long-term growth and to help Americans plan for the future, let's make these tax cuts permanent."
95%,,,,"The way out of this recession, the way to create jobs, is to grow the economy by encouraging investment in factories and equipment, and by speeding up tax relief so people have more money to spend."
95%,,,,"For the sake of American workers, let's pass a stimulus package."
95%,,,,Good jobs must be the aim of welfare reform.
95%,,,,"As we reauthorize these important reforms, we must always remember the goal is to reduce dependency on government and offer every American the dignity of a job."
95%,,,,Americans know economic security can vanish in an instant without health security.
95%,,,,I ask Congress to join me this year to enact a patients' bill of rights -- to give uninsured workers credits to help buy health coverage -- to approve an historic increase in the spending for veterans' health -- and to give seniors a sound and modern Medicare system that includes coverage for prescription drugs.
95%,,,,A good job should lead to security in retirement.
95%,,,,I ask Congress to enact new safeguards for 401K and pension plans.
95%,,,,Employees who have worked hard and saved all their lives should not have to risk losing everything if their company fails.
95%,,,,"Through stricter accounting standards and tougher disclosure requirements, corporate America must be made more accountable to employees and shareholders and held to the highest standards of conduct."
95%,,,,"Retirement security also depends upon keeping the commitments of Social Security, and we will."
96%,,,,We must make Social Security financially stable and allow personal retirement accounts for younger workers who choose them.
96%,,,,"Members, you and I will work together in the months ahead on other issues:  productive farm policy -- a cleaner environment -- broader home ownership, especially among minorities -- and ways to encourage the good work of charities and faith-based groups."
96%,,,,I ask you to join me on these important domestic issues in the same spirit of cooperation we've applied to our war against terrorism.
96%,,,,"During these last few months, I've been humbled and privileged to see the true character of this country in a time of testing."
96%,othering,,,"Our enemies believed America was weak and materialistic, that we would splinter in fear and selfishness."
96%,othering,,,They were as wrong as they are evil.
96%,elevation,,,"The American people have responded magnificently, with courage and compassion, strength and resolve."
96%,elevation,,,"As I have met the heroes, hugged the families, and looked into the tired faces of rescuers, I have stood in awe of the American people."
96%,elevation,,,"And I hope you will join me -- I hope you will join me in expressing thanks to one American for the strength and calm and comfort she brings to our nation in crisis, our First Lady, Laura Bush."
96%,,,,None of us would ever wish the evil that was done on September the 11th.
96%,elevation,,,"Yet after America was attacked, it was as if our entire country looked into a mirror and saw our better selves."
96%,,,,"We were reminded that we are citizens, with obligations to each other, to our country, and to history."
96%,,,,"We began to think less of the goods we can accumulate, and more about the good we can do."
96%,,,,"For too long our culture has said, ""If it feels good, do it."""
96%,,,,"Now America is embracing a new ethic and a new creed: ""Let's roll."
96%,,,,""""
97%,,,,"In the sacrifice of soldiers, the fierce brotherhood of firefighters, and the bravery and generosity of ordinary citizens, we have glimpsed what a new culture of responsibility could look like."
97%,,,,We want to be a nation that serves goals larger than self.
97%,,,,"We've been offered a unique opportunity, and we must not let this moment pass."
97%,,,,"My call tonight is for every American to commit at least two years -- 4,000 hours over the rest of your lifetime -- to the service of your neighbors and your nation."
97%,,,,"Many are already serving, and I thank you."
97%,,,,"If you aren't sure how to help, I've got a good place to start."
97%,,,,"To sustain and extend the best that has emerged in America, I invite you to join the new USA Freedom Corps."
97%,,,,The Freedom Corps will focus on three areas of need: responding in case of crisis at home; rebuilding our communities; and extending American compassion throughout the world.
97%,,,,One purpose of the USA Freedom Corps will be homeland security.
97%,,,,America needs retired doctors and nurses who can be mobilized in major emergencies; volunteers to help police and fire departments; transportation and utility workers well-trained in spotting danger.
97%,,,,Our country also needs citizens working to rebuild our communities.
97%,,,,"We need mentors to love children, especially children whose parents are in prison."
97%,,,,And we need more talented teachers in troubled schools.
97%,,,,"USA Freedom Corps will expand and improve the good efforts of AmeriCorps and Senior Corps to recruit more than 200,000 new volunteers."
97%,,,,And America needs citizens to extend the compassion of our country to every part of the world.
97%,,,,"So we will renew the promise of the Peace Corps, double its volunteers over the next five years -- and ask it to join a new effort to encourage development and education and opportunity in the Islamic world."
98%,,,,This time of adversity offers a unique moment of opportunity -- a moment we must seize to change our culture.
98%,,,,Through the gathering momentum of millions of acts of service and decency and kindness
98%,,,,", I know we can overcome evil with greater good."
98%,,,,And we have a great opportunity during this time of war to lead the world toward the values that will bring lasting peace.
98%,,,,"All fathers and mothers, in all societies, want their children to be educated, and live free from poverty and violence."
98%,,,,"No people on Earth yearn to be oppressed, or aspire to servitude, or eagerly await the midnight knock of the secret police."
98%,,,,"If anyone doubts this, let them look to Afghanistan, where the Islamic ""street"" greeted the fall of tyranny with song and celebration."
98%,,,,"Let the skeptics look to Islam's own rich history, with its centuries of learning, and tolerance and progress."
98%,,,,America will lead by defending liberty and justice because they are right and true and unchanging for all people everywhere.
98%,,,,"No nation owns these aspirations, and no nation is exempt from them."
98%,,,,We have no intention of imposing our culture.
98%,elevation,,,But America will always stand firm for the non-negotiable demands of human dignity:  the rule of law; limits on the power of the state; respect for women; private property; free speech; equal justice; and religious tolerance.
98%,elevation,,,"America will take the side of brave men and women who advocate these values around the world, including the Islamic world, because we have a greater objective than eliminating threats and containing resentment."
98%,elevation,,,We seek a just and peaceful world beyond the war on terror.
98%,,,,"In this moment of opportunity, a common danger is erasing old rivalries."
98%,,,,"America is working with Russia and China and India, in ways we have never before, to achieve peace and prosperity."
99%,,,,"In every region, free markets and free trade and free societies are proving their power to lift lives."
99%,elevation,,,"Together with friends and allies from Europe to Asia, and Africa to Latin America, we will demonstrate that the forces of terror cannot stop the momentum of freedom."
99%,,,,"The last time I spoke here, I expressed the hope that life would return to normal."
99%,,,,"In some ways, it has."
99%,,,,"In others, it never will."
99%,,,,Those of us who have lived through these challenging times have been changed by them.
99%,,,,We've come to know truths that we will never question:
